condition_id,rental_id,assessed_condition,damage_charge,deposit_returned,inspector_notes
995,1087,good,0.0,1,Assessed after return on 2024-04-12
996,1089,good,0.0,1,Assessed after return on 2024-03-16
997,1090,good,0.0,1,Assessed after return on 2024-03-26
998,1091,pristine,0.0,1,Assessed after return on 2024-04-01
999,1092,good,0.0,1,Assessed after return on 2024-03-27
1000,1093,pristine,0.0,1,Assessed after return on 2024-03-18
1001,1094,good,0.0,1,Assessed after return on 2024-04-07
1002,1095,fair,0.0,1,Assessed after return on 2024-03-25
1003,1096,damaged,86.27,0,Assessed after return on 2024-04-20
1004,1097,pristine,0.0,1,Assessed after return on 2024-05-25
1005,1098,fair,0.0,1,Assessed after return on 2024-06-08
1006,1099,good,0.0,1,Assessed after return on 2024-03-17
1007,1100,good,0.0,1,Assessed after return on 2024-04-05
1008,1101,pristine,0.0,1,Assessed after return on 2024-03-24
1009,1102,good,0.0,1,Assessed after return on 2024-03-25
1010,1103,pristine,0.0,1,Assessed after return on 2024-05-08
1011,1104,fair,0.0,1,Assessed after return on 2024-03-21
1012,1105,pristine,0.0,1,Assessed after return on 2024-03-15
1013,1106,fair,0.0,1,Assessed after return on 2024-03-04
1014,1107,pristine,0.0,1,Assessed after return on 2024-04-14
1015,1108,pristine,0.0,1,Assessed after return on 2024-04-02
1016,1109,pristine,0.0,1,Assessed after return on 2024-04-07
1017,1110,good,0.0,1,Assessed after return on 2024-05-20
1018,1111,pristine,0.0,1,Assessed after return on 2024-03-10
1019,1112,good,0.0,1,Assessed after return on 2024-03-14
1020,1113,pristine,0.0,1,Assessed after return on 2024-03-31
1021,1114,good,0.0,1,Assessed after return on 2024-04-07
1022,1115,damaged,55.55,1,Assessed after return on 2024-04-12
1023,1116,good,0.0,1,Assessed after return on 2024-04-11
1024,1117,good,0.0,1,Assessed after return on 2024-04-13
1025,1119,fair,0.0,1,Assessed after return on 2024-03-14
1026,1120,pristine,0.0,1,Assessed after return on 2024-03-09
1027,1121,good,0.0,1,Assessed after return on 2024-03-19
1028,1122,fair,0.0,1,Assessed after return on 2024-04-27
1029,1123,fair,0.0,1,Assessed after return on 2024-04-04
1030,1124,good,0.0,1,Assessed after return on 2024-04-16
1031,1125,pristine,0.0,1,Assessed after return on 2024-04-27
1032,1126,fair,0.0,1,Assessed after return on 2024-05-17
1033,1127,good,0.0,1,Assessed after return on 2024-03-26
1034,1128,good,0.0,1,Assessed after return on 2024-04-18
1035,1129,good,0.0,1,Assessed after return on 2024-04-02
1036,1130,pristine,0.0,1,Assessed after return on 2024-03-17
1037,1131,pristine,0.0,1,Assessed after return on 2024-03-28
1038,1132,fair,0.0,1,Assessed after return on 2024-04-17
1039,1133,damaged,18.65,1,Assessed after return on 2024-04-30
1040,1134,good,0.0,1,Assessed after return on 2024-04-14
1041,1135,fair,0.0,1,Assessed after return on 2024-03-23
1042,1136,good,0.0,1,Assessed after return on 2024-03-29
1043,1137,good,0.0,1,Assessed after return on 2024-04-04
1044,1138,damaged,72.13,1,Assessed after return on 2024-04-16
1045,1139,pristine,0.0,1,Assessed after return on 2024-03-07
1046,1140,fair,0.0,1,Assessed after return on 2024-04-04
1047,1141,pristine,0.0,1,Assessed after return on 2024-04-03
1048,1142,good,0.0,1,Assessed after return on 2024-04-06
1049,1143,good,0.0,1,Assessed after return on 2024-03-29
1050,1144,pristine,0.0,1,Assessed after return on 2024-03-20
1051,1145,fair,0.0,1,Assessed after return on 2024-03-28
1052,1146,pristine,0.0,1,Assessed after return on 2024-03-11
1053,1147,good,0.0,1,Assessed after return on 2024-03-28
1054,1148,good,0.0,1,Assessed after return on 2024-04-11
1055,1149,pristine,0.0,1,Assessed after return on 2024-04-14
1056,1150,good,0.0,1,Assessed after return on 2024-04-15
1057,1151,good,0.0,1,Assessed after return on 2024-04-26
1058,1152,good,0.0,1,Assessed after return on 2024-05-03
1059,1153,fair,0.0,1,Assessed after return on 2024-05-14
1060,1154,good,0.0,1,Assessed after return on 2024-04-06
1061,1156,pristine,0.0,1,Assessed after return on 2024-05-02
1062,1157,fair,0.0,1,Assessed after return on 2024-04-25
1063,1158,good,0.0,1,Assessed after return on 2024-04-19
1064,1159,good,0.0,1,Assessed after return on 2024-06-05
1065,1160,fair,0.0,1,Assessed after return on 2024-07-04
1066,1164,fair,0.0,1,Assessed after return on 2024-04-19
1067,1165,good,0.0,1,Assessed after return on 2024-04-21
1068,1166,good,0.0,1,Assessed after return on 2024-04-11
1069,1167,good,0.0,1,Assessed after return on 2024-05-10
1070,1168,good,0.0,1,Assessed after return on 2024-04-22
1071,1169,pristine,0.0,1,Assessed after return on 2024-04-26
1072,1170,pristine,0.0,1,Assessed after return on 2024-05-10
1073,1171,pristine,0.0,1,Assessed after return on 2024-05-02
1074,1172,good,0.0,1,Assessed after return on 2024-04-07
1075,1173,good,0.0,1,Assessed after return on 2024-04-26
1076,1175,fair,0.0,1,Assessed after return on 2024-04-16
1077,1177,good,0.0,1,Assessed after return on 2024-05-03
1078,1179,pristine,0.0,1,Assessed after return on 2024-04-14
1079,1180,good,0.0,1,Assessed after return on 2024-05-02
1080,1181,good,0.0,1,Assessed after return on 2024-04-06
1081,1182,good,0.0,1,Assessed after return on 2024-04-22
1082,1183,fair,0.0,1,Assessed after return on 2024-05-06
1083,1184,good,0.0,1,Assessed after return on 2024-05-05
1084,1186,good,0.0,1,Assessed after return on 2024-04-14
1085,1187,pristine,0.0,1,Assessed after return on 2024-05-01
1086,1188,pristine,0.0,1,Assessed after return on 2024-04-26
1087,1189,damaged,21.28,1,Assessed after return on 2024-04-19
1088,1190,good,0.0,1,Assessed after return on 2024-04-11
1089,1191,good,0.0,1,Assessed after return on 2024-04-30
1090,1192,good,0.0,1,Assessed after return on 2024-05-19
1091,1193,pristine,0.0,1,Assessed after return on 2024-04-19
1092,1194,pristine,0.0,1,Assessed after return on 2024-04-25
1093,1195,pristine,0.0,1,Assessed after return on 2024-04-29
1094,1196,good,0.0,1,Assessed after return on 2024-05-01
1095,1198,pristine,0.0,1,Assessed after return on 2024-04-21
1096,1199,good,0.0,1,Assessed after return on 2024-05-14
1097,1200,damaged,129.35,0,Assessed after return on 2024-05-07
1098,1201,good,0.0,1,Assessed after return on 2024-05-02
1099,1202,pristine,0.0,1,Assessed after return on 2024-04-05
1100,1203,damaged,113.99,1,Assessed after return on 2024-05-10
1101,1204,pristine,0.0,1,Assessed after return on 2024-04-18
1102,1205,damaged,551.96,0,Assessed after return on 2024-05-17
1103,1206,pristine,0.0,1,Assessed after return on 2024-04-16
1104,1207,good,0.0,1,Assessed after return on 2024-04-07
1105,1208,damaged,20.65,1,Assessed after return on 2024-05-07
1106,1209,pristine,0.0,1,Assessed after return on 2024-05-17
1107,1210,pristine,0.0,1,Assessed after return on 2024-05-25
1108,1211,fair,0.0,1,Assessed after return on 2024-05-07
1109,1212,good,0.0,1,Assessed after return on 2024-05-22
1110,1213,good,0.0,1,Assessed after return on 2024-04-24
1111,1214,pristine,0.0,1,Assessed after return on 2024-05-10
1112,1215,good,0.0,1,Assessed after return on 2024-06-02
1113,1216,good,0.0,1,Assessed after return on 2024-04-28
1114,1217,fair,0.0,1,Assessed after return on 2024-05-21
1115,1218,pristine,0.0,1,Assessed after return on 2024-04-22
1116,1219,pristine,0.0,1,Assessed after return on 2024-04-25
1117,1220,good,0.0,1,Assessed after return on 2024-04-18
1118,1221,fair,0.0,1,Assessed after return on 2024-04-09
1119,1222,good,0.0,1,Assessed after return on 2024-04-30
1120,1224,pristine,0.0,1,Assessed after return on 2024-04-27
1121,1225,good,0.0,1,Assessed after return on 2024-04-20
1122,1226,pristine,0.0,1,Assessed after return on 2024-05-03
1123,1227,fair,0.0,1,Assessed after return on 2024-05-22
1124,1228,fair,0.0,1,Assessed after return on 2024-04-09
1125,1229,pristine,0.0,1,Assessed after return on 2024-04-28
1126,1231,pristine,0.0,1,Assessed after return on 2024-05-20
1127,1232,good,0.0,1,Assessed after return on 2024-05-31
1128,1233,good,0.0,1,Assessed after return on 2024-05-19
1129,1234,fair,0.0,1,Assessed after return on 2024-05-28
1130,1235,good,0.0,1,Assessed after return on 2024-05-27
1131,1236,pristine,0.0,1,Assessed after return on 2024-07-06
1132,1237,fair,0.0,1,Assessed after return on 2024-05-21
1133,1238,pristine,0.0,1,Assessed after return on 2024-05-27
1134,1239,good,0.0,1,Assessed after return on 2024-06-10
1135,1240,good,0.0,1,Assessed after return on 2024-06-20
1136,1241,pristine,0.0,1,Assessed after return on 2024-05-20
1137,1242,fair,0.0,1,Assessed after return on 2024-05-23
1138,1244,good,0.0,1,Assessed after return on 2024-05-26
1139,1245,pristine,0.0,1,Assessed after return on 2024-05-12
1140,1246,good,0.0,1,Assessed after return on 2024-05-22
1141,1247,good,0.0,1,Assessed after return on 2024-06-07
1142,1248,pristine,0.0,1,Assessed after return on 2024-05-11
1143,1249,good,0.0,1,Assessed after return on 2024-06-14
1144,1251,fair,0.0,1,Assessed after return on 2024-05-07
1145,1252,pristine,0.0,1,Assessed after return on 2024-06-06
1146,1253,good,0.0,1,Assessed after return on 2024-06-21
1147,1254,fair,0.0,1,Assessed after return on 2024-06-08
1148,1255,good,0.0,1,Assessed after return on 2024-05-18
1149,1256,fair,0.0,1,Assessed after return on 2024-06-01
1150,1257,fair,0.0,1,Assessed after return on 2024-06-17
1151,1258,fair,0.0,1,Assessed after return on 2024-06-21
1152,1259,pristine,0.0,1,Assessed after return on 2024-06-04
1153,1260,fair,0.0,1,Assessed after return on 2024-05-11
1154,1261,damaged,165.3,1,Assessed after return on 2024-06-01
1155,1262,good,0.0,1,Assessed after return on 2024-06-20
1156,1263,good,0.0,1,Assessed after return on 2024-07-15
1157,1264,good,0.0,1,Assessed after return on 2024-05-18
1158,1265,fair,0.0,1,Assessed after return on 2024-06-06
1159,1266,pristine,0.0,1,Assessed after return on 2024-05-20
1160,1267,pristine,0.0,1,Assessed after return on 2024-05-24
1161,1268,good,0.0,1,Assessed after return on 2024-05-17
1162,1269,fair,0.0,1,Assessed after return on 2024-05-26
1163,1270,pristine,0.0,1,Assessed after return on 2024-06-02
1164,1272,fair,0.0,1,Assessed after return on 2024-06-14
1165,1273,good,0.0,1,Assessed after return on 2024-05-16
1166,1274,good,0.0,1,Assessed after return on 2024-05-12
1167,1276,good,0.0,1,Assessed after return on 2024-05-14
1168,1277,good,0.0,1,Assessed after return on 2024-05-22
1169,1278,pristine,0.0,1,Assessed after return on 2024-06-18
1170,1279,pristine,0.0,1,Assessed after return on 2024-05-12
1171,1281,good,0.0,1,Assessed after return on 2024-05-10
1172,1282,pristine,0.0,1,Assessed after return on 2024-05-14
1173,1283,good,0.0,1,Assessed after return on 2024-05-20
1174,1284,good,0.0,1,Assessed after return on 2024-05-28
1175,1285,damaged,541.84,0,Assessed after return on 2024-05-22
1176,1286,pristine,0.0,1,Assessed after return on 2024-05-17
1177,1287,fair,0.0,1,Assessed after return on 2024-06-02
1178,1288,good,0.0,1,Assessed after return on 2024-05-12
1179,1289,damaged,533.85,0,Assessed after return on 2024-06-29
1180,1290,damaged,34.17,1,Assessed after return on 2024-06-18
1181,1291,pristine,0.0,1,Assessed after return on 2024-06-02
1182,1292,good,0.0,1,Assessed after return on 2024-06-13
1183,1293,pristine,0.0,1,Assessed after return on 2024-06-30
1184,1294,fair,0.0,1,Assessed after return on 2024-05-22
1185,1295,fair,0.0,1,Assessed after return on 2024-05-27
1186,1296,destroyed,1549.31,0,Assessed after return on 2024-05-27
1187,1297,pristine,0.0,1,Assessed after return on 2024-05-11
1188,1298,good,0.0,1,Assessed after return on 2024-06-10
1189,1299,fair,0.0,1,Assessed after return on 2024-06-02
1190,1300,fair,0.0,1,Assessed after return on 2024-06-13
1191,1301,good,0.0,1,Assessed after return on 2024-05-23
1192,1303,good,0.0,1,Assessed after return on 2024-05-12
1193,1304,pristine,0.0,1,Assessed after return on 2024-06-20
1194,1305,good,0.0,1,Assessed after return on 2024-05-30
1195,1306,fair,0.0,1,Assessed after return on 2024-05-19
1196,1307,good,0.0,1,Assessed after return on 2024-05-28
1197,1308,fair,0.0,1,Assessed after return on 2024-06-04
1198,1309,damaged,101.78,0,Assessed after return on 2024-06-25
1199,1310,pristine,0.0,1,Assessed after return on 2024-06-01
1200,1311,good,0.0,1,Assessed after return on 2024-06-16
1201,1312,pristine,0.0,1,Assessed after return on 2024-06-21
1202,1313,pristine,0.0,1,Assessed after return on 2024-05-21
1203,1314,good,0.0,1,Assessed after return on 2024-05-16
1204,1315,good,0.0,1,Assessed after return on 2024-06-19
1205,1317,good,0.0,1,Assessed after return on 2024-06-20
1206,1318,fair,0.0,1,Assessed after return on 2024-07-07
1207,1319,fair,0.0,1,Assessed after return on 2024-06-24
1208,1320,fair,0.0,1,Assessed after return on 2024-07-06
1209,1321,good,0.0,1,Assessed after return on 2024-07-07
1210,1322,fair,0.0,1,Assessed after return on 2024-07-09
1211,1323,fair,0.0,1,Assessed after return on 2024-06-18
1212,1324,pristine,0.0,1,Assessed after return on 2024-06-19
1213,1325,fair,0.0,1,Assessed after return on 2024-06-28
1214,1326,good,0.0,1,Assessed after return on 2024-06-28
1215,1327,pristine,0.0,1,Assessed after return on 2024-06-24
1216,1328,fair,0.0,1,Assessed after return on 2024-06-25
1217,1329,good,0.0,1,Assessed after return on 2024-07-05
1218,1330,good,0.0,1,Assessed after return on 2024-07-03
1219,1331,good,0.0,1,Assessed after return on 2024-07-25
1220,1332,pristine,0.0,1,Assessed after return on 2024-08-04
1221,1333,fair,0.0,1,Assessed after return on 2024-06-21
1222,1334,good,0.0,1,Assessed after return on 2024-07-18
1223,1335,pristine,0.0,1,Assessed after return on 2024-06-26
1224,1336,good,0.0,1,Assessed after return on 2024-06-04
1225,1337,good,0.0,1,Assessed after return on 2024-07-14
1226,1338,pristine,0.0,1,Assessed after return on 2024-06-23
1227,1339,good,0.0,1,Assessed after return on 2024-06-25
1228,1340,fair,0.0,1,Assessed after return on 2024-06-26
1229,1341,pristine,0.0,1,Assessed after return on 2024-06-26
1230,1343,pristine,0.0,1,Assessed after return on 2024-07-08
1231,1344,pristine,0.0,1,Assessed after return on 2024-06-19
1232,1345,good,0.0,1,Assessed after return on 2024-07-02
1233,1346,good,0.0,1,Assessed after return on 2024-06-11
1234,1347,good,0.0,1,Assessed after return on 2024-06-10
1235,1348,good,0.0,1,Assessed after return on 2024-08-16
1236,1349,good,0.0,1,Assessed after return on 2024-06-12
1237,1350,fair,0.0,1,Assessed after return on 2024-07-17
1238,1351,good,0.0,1,Assessed after return on 2024-06-07
1239,1352,destroyed,545.04,0,Assessed after return on 2024-07-06
1240,1353,pristine,0.0,1,Assessed after return on 2024-06-28
1241,1354,fair,0.0,1,Assessed after return on 2024-07-08
1242,1355,fair,0.0,1,Assessed after return on 2024-06-15
1243,1356,good,0.0,1,Assessed after return on 2024-06-28
1244,1357,good,0.0,1,Assessed after return on 2024-07-07
1245,1358,pristine,0.0,1,Assessed after return on 2024-07-01
1246,1360,good,0.0,1,Assessed after return on 2024-06-23
1247,1361,pristine,0.0,1,Assessed after return on 2024-06-14
1248,1362,fair,0.0,1,Assessed after return on 2024-07-15
1249,1363,good,0.0,1,Assessed after return on 2024-06-14
1250,1364,good,0.0,1,Assessed after return on 2024-07-21
1251,1365,fair,0.0,1,Assessed after return on 2024-06-10
1252,1366,good,0.0,1,Assessed after return on 2024-06-30
1253,1367,good,0.0,1,Assessed after return on 2024-07-01
1254,1368,good,0.0,1,Assessed after return on 2024-07-09
1255,1369,good,0.0,1,Assessed after return on 2024-06-27
1256,1370,good,0.0,1,Assessed after return on 2024-06-29
1257,1371,pristine,0.0,1,Assessed after return on 2024-07-24
1258,1372,destroyed,442.29,0,Assessed after return on 2024-08-06
1259,1374,good,0.0,1,Assessed after return on 2024-07-07
1260,1375,pristine,0.0,1,Assessed after return on 2024-06-21
1261,1376,good,0.0,1,Assessed after return on 2024-06-10
1262,1377,fair,0.0,1,Assessed after return on 2024-07-01
1263,1378,good,0.0,1,Assessed after return on 2024-06-26
1264,1379,good,0.0,1,Assessed after return on 2024-06-20
1265,1380,good,0.0,1,Assessed after return on 2024-07-07
1266,1381,good,0.0,1,Assessed after return on 2024-06-30
1267,1382,damaged,119.84,1,Assessed after return on 2024-07-13
1268,1383,good,0.0,1,Assessed after return on 2024-06-23
1269,1384,pristine,0.0,1,Assessed after return on 2024-07-13
1270,1385,damaged,52.25,1,Assessed after return on 2024-06-25
1271,1386,good,0.0,1,Assessed after return on 2024-06-22
1272,1387,good,0.0,1,Assessed after return on 2024-06-30
1273,1388,pristine,0.0,1,Assessed after return on 2024-06-16
1274,1389,pristine,0.0,1,Assessed after return on 2024-06-17
1275,1390,good,0.0,1,Assessed after return on 2024-06-16
1276,1391,good,0.0,1,Assessed after return on 2024-06-26
1277,1392,pristine,0.0,1,Assessed after return on 2024-07-03
1278,1393,good,0.0,1,Assessed after return on 2024-07-03
1279,1394,good,0.0,1,Assessed after return on 2024-06-27
1280,1395,good,0.0,1,Assessed after return on 2024-06-14
1281,1396,fair,0.0,1,Assessed after return on 2024-06-29
1282,1397,fair,0.0,1,Assessed after return on 2024-07-01
1283,1398,good,0.0,1,Assessed after return on 2024-07-07
1284,1399,pristine,0.0,1,Assessed after return on 2024-07-10
1285,1400,good,0.0,1,Assessed after return on 2024-07-07
1286,1401,good,0.0,1,Assessed after return on 2024-07-06
1287,1402,fair,0.0,1,Assessed after return on 2024-07-26
1288,1403,good,0.0,1,Assessed after return on 2024-08-18
1289,1404,good,0.0,1,Assessed after return on 2024-07-30
1290,1405,good,0.0,1,Assessed after return on 2024-08-17
1291,1406,pristine,0.0,1,Assessed after return on 2024-08-05
1292,1407,damaged,493.67,1,Assessed after return on 2024-07-21
1293,1409,good,0.0,1,Assessed after return on 2024-07-13
1294,1410,pristine,0.0,1,Assessed after return on 2024-08-10
1295,1411,pristine,0.0,1,Assessed after return on 2024-07-27
1296,1412,pristine,0.0,1,Assessed after return on 2024-08-14
1297,1413,fair,0.0,1,Assessed after return on 2024-07-12
1298,1414,good,0.0,1,Assessed after return on 2024-07-26
1299,1415,good,0.0,1,Assessed after return on 2024-08-04
1300,1416,good,0.0,1,Assessed after return on 2024-08-22
1301,1417,fair,0.0,1,Assessed after return on 2024-07-28
1302,1418,good,0.0,1,Assessed after return on 2024-08-08
1303,1419,good,0.0,1,Assessed after return on 2024-07-24
1304,1420,good,0.0,1,Assessed after return on 2024-08-18
1305,1421,fair,0.0,1,Assessed after return on 2024-08-04
1306,1422,pristine,0.0,1,Assessed after return on 2024-08-18
1307,1423,pristine,0.0,1,Assessed after return on 2024-07-15
1308,1424,good,0.0,1,Assessed after return on 2024-08-03
1309,1425,pristine,0.0,1,Assessed after return on 2024-07-26
1310,1426,fair,0.0,1,Assessed after return on 2024-08-08
1311,1427,good,0.0,1,Assessed after return on 2024-07-28
1312,1428,good,0.0,1,Assessed after return on 2024-07-07
1313,1429,pristine,0.0,1,Assessed after return on 2024-07-31
1314,1430,good,0.0,1,Assessed after return on 2024-08-16
1315,1431,fair,0.0,1,Assessed after return on 2024-08-05
1316,1433,good,0.0,1,Assessed after return on 2024-07-20
1317,1434,good,0.0,1,Assessed after return on 2024-07-18
1318,1435,good,0.0,1,Assessed after return on 2024-07-27
1319,1436,good,0.0,1,Assessed after return on 2024-07-24
1320,1437,fair,0.0,1,Assessed after return on 2024-07-30
1321,1438,good,0.0,1,Assessed after return on 2024-08-05
1322,1439,pristine,0.0,1,Assessed after return on 2024-08-07
1323,1440,fair,0.0,1,Assessed after return on 2024-08-09
1324,1441,good,0.0,1,Assessed after return on 2024-07-25
1325,1442,pristine,0.0,1,Assessed after return on 2024-07-28
1326,1443,pristine,0.0,1,Assessed after return on 2024-07-31
1327,1444,good,0.0,1,Assessed after return on 2024-08-02
1328,1447,good,0.0,1,Assessed after return on 2024-07-12
1329,1448,fair,0.0,1,Assessed after return on 2024-07-09
1330,1449,good,0.0,1,Assessed after return on 2024-07-18
1331,1450,good,0.0,1,Assessed after return on 2024-07-28
1332,1452,pristine,0.0,1,Assessed after return on 2024-07-05
1333,1453,pristine,0.0,1,Assessed after return on 2024-07-17
1334,1454,pristine,0.0,1,Assessed after return on 2024-07-23
1335,1455,good,0.0,1,Assessed after return on 2024-08-06
1336,1456,good,0.0,1,Assessed after return on 2024-07-28
1337,1457,damaged,37.0,0,Assessed after return on 2024-08-02
1338,1458,good,0.0,1,Assessed after return on 2024-08-05
1339,1459,fair,0.0,1,Assessed after return on 2024-08-20
1340,1460,good,0.0,1,Assessed after return on 2024-07-27
1341,1461,good,0.0,1,Assessed after return on 2024-07-29
1342,1462,good,0.0,1,Assessed after return on 2024-07-31
1343,1463,fair,0.0,1,Assessed after return on 2024-07-27
1344,1464,pristine,0.0,1,Assessed after return on 2024-07-30
1345,1465,pristine,0.0,1,Assessed after return on 2024-08-07
1346,1466,good,0.0,1,Assessed after return on 2024-09-01
1347,1467,pristine,0.0,1,Assessed after return on 2024-09-18
1348,1468,good,0.0,1,Assessed after return on 2024-07-20
1349,1469,pristine,0.0,1,Assessed after return on 2024-07-17
1350,1470,pristine,0.0,1,Assessed after return on 2024-07-28
1351,1471,good,0.0,1,Assessed after return on 2024-08-10
1352,1472,pristine,0.0,1,Assessed after return on 2024-08-12
1353,1473,good,0.0,1,Assessed after return on 2024-08-13
1354,1474,fair,0.0,1,Assessed after return on 2024-07-26
1355,1475,pristine,0.0,1,Assessed after return on 2024-08-12
1356,1476,fair,0.0,1,Assessed after return on 2024-09-13
1357,1477,good,0.0,1,Assessed after return on 2024-08-06
1358,1478,pristine,0.0,1,Assessed after return on 2024-09-07
1359,1479,good,0.0,1,Assessed after return on 2024-09-17
1360,1480,pristine,0.0,1,Assessed after return on 2024-08-23
1361,1481,good,0.0,1,Assessed after return on 2024-09-01
1362,1482,pristine,0.0,1,Assessed after return on 2024-09-03
1363,1483,fair,0.0,1,Assessed after return on 2024-08-26
1364,1484,pristine,0.0,1,Assessed after return on 2024-09-02
1365,1485,good,0.0,1,Assessed after return on 2024-09-19
1366,1486,good,0.0,1,Assessed after return on 2024-08-20
1367,1487,good,0.0,1,Assessed after return on 2024-08-03
1368,1488,good,0.0,1,Assessed after return on 2024-09-08
1369,1489,good,0.0,1,Assessed after return on 2024-08-04
1370,1490,good,0.0,1,Assessed after return on 2024-08-29
1371,1491,fair,0.0,1,Assessed after return on 2024-08-29
1372,1492,pristine,0.0,1,Assessed after return on 2024-08-13
1373,1493,good,0.0,1,Assessed after return on 2024-08-26
1374,1494,fair,0.0,1,Assessed after return on 2024-09-09
1375,1495,good,0.0,1,Assessed after return on 2024-08-20
1376,1496,fair,0.0,1,Assessed after return on 2024-08-17
1377,1497,pristine,0.0,1,Assessed after return on 2024-09-02
1378,1498,good,0.0,1,Assessed after return on 2024-09-17
1379,1499,pristine,0.0,1,Assessed after return on 2024-09-10
1380,1500,damaged,1100.81,0,Assessed after return on 2024-09-04
1381,1501,good,0.0,1,Assessed after return on 2024-09-07
1382,1502,good,0.0,1,Assessed after return on 2024-08-30
1383,1503,good,0.0,1,Assessed after return on 2024-08-28
1384,1504,good,0.0,1,Assessed after return on 2024-09-06
1385,1505,good,0.0,1,Assessed after return on 2024-09-22
1386,1506,good,0.0,1,Assessed after return on 2024-08-31
1387,1507,damaged,338.24,0,Assessed after return on 2024-09-17
1388,1508,good,0.0,1,Assessed after return on 2024-08-24
1389,1509,good,0.0,1,Assessed after return on 2024-10-02
1390,1510,good,0.0,1,Assessed after return on 2024-09-27
1391,1511,good,0.0,1,Assessed after return on 2024-08-27
1392,1512,fair,0.0,1,Assessed after return on 2024-09-06
1393,1513,good,0.0,1,Assessed after return on 2024-08-23
1394,1514,good,0.0,1,Assessed after return on 2024-08-23
1395,1515,pristine,0.0,1,Assessed after return on 2024-09-25
1396,1516,good,0.0,1,Assessed after return on 2024-08-18
1397,1517,good,0.0,1,Assessed after return on 2024-08-29
1398,1518,fair,0.0,1,Assessed after return on 2024-09-01
1399,1519,good,0.0,1,Assessed after return on 2024-08-20
1400,1520,fair,0.0,1,Assessed after return on 2024-08-23
1401,1521,damaged,184.14,1,Assessed after return on 2024-08-26
1402,1522,pristine,0.0,1,Assessed after return on 2024-09-19
1403,1523,pristine,0.0,1,Assessed after return on 2024-09-07
1404,1524,pristine,0.0,1,Assessed after return on 2024-09-02
1405,1525,pristine,0.0,1,Assessed after return on 2024-08-24
1406,1526,pristine,0.0,1,Assessed after return on 2024-08-23
1407,1527,pristine,0.0,1,Assessed after return on 2024-08-26
1408,1528,fair,0.0,1,Assessed after return on 2024-09-13
1409,1529,good,0.0,1,Assessed after return on 2024-08-18
1410,1530,pristine,0.0,1,Assessed after return on 2024-08-15
1411,1531,destroyed,1046.17,0,Assessed after return on 2024-08-22
1412,1532,good,0.0,1,Assessed after return on 2024-08-28
1413,1533,pristine,0.0,1,Assessed after return on 2024-09-14
1414,1534,fair,0.0,1,Assessed after return on 2024-09-22
1415,1535,good,0.0,1,Assessed after return on 2024-09-05
1416,1536,good,0.0,1,Assessed after return on 2024-08-12
1417,1537,good,0.0,1,Assessed after return on 2024-09-08
1418,1538,good,0.0,1,Assessed after return on 2024-08-29
1419,1539,good,0.0,1,Assessed after return on 2024-09-18
1420,1540,pristine,0.0,1,Assessed after return on 2024-08-12
1421,1541,pristine,0.0,1,Assessed after return on 2024-08-25
1422,1542,damaged,21.49,0,Assessed after return on 2024-08-24
1423,1543,good,0.0,1,Assessed after return on 2024-08-18
1424,1544,pristine,0.0,1,Assessed after return on 2024-08-27
1425,1545,pristine,0.0,1,Assessed after return on 2024-09-12
1426,1546,pristine,0.0,1,Assessed after return on 2024-09-06
1427,1547,damaged,35.37,1,Assessed after return on 2024-09-13
1428,1548,good,0.0,1,Assessed after return on 2024-08-06
1429,1549,fair,0.0,1,Assessed after return on 2024-08-15
1430,1550,pristine,0.0,1,Assessed after return on 2024-08-17
1431,1551,good,0.0,1,Assessed after return on 2024-08-22
1432,1552,good,0.0,1,Assessed after return on 2024-08-18
1433,1554,good,0.0,1,Assessed after return on 2024-09-12
1434,1555,good,0.0,1,Assessed after return on 2024-09-10
1435,1556,good,0.0,1,Assessed after return on 2024-09-17
1436,1558,good,0.0,1,Assessed after return on 2024-08-30
1437,1559,fair,0.0,1,Assessed after return on 2024-09-23
1438,1560,fair,0.0,1,Assessed after return on 2024-08-11
1439,1561,good,0.0,1,Assessed after return on 2024-08-11
1440,1562,fair,0.0,1,Assessed after return on 2024-09-18
1441,1563,good,0.0,1,Assessed after return on 2024-09-25
1442,1564,fair,0.0,1,Assessed after return on 2024-11-04
1443,1565,good,0.0,1,Assessed after return on 2024-09-28
1444,1566,pristine,0.0,1,Assessed after return on 2024-09-17
1445,1567,good,0.0,1,Assessed after return on 2024-09-21
1446,1568,good,0.0,1,Assessed after return on 2024-09-17
1447,1569,good,0.0,1,Assessed after return on 2024-10-04
1448,1570,pristine,0.0,1,Assessed after return on 2024-10-10
1449,1571,pristine,0.0,1,Assessed after return on 2024-11-16
1450,1572,good,0.0,1,Assessed after return on 2024-09-23
1451,1573,fair,0.0,1,Assessed after return on 2024-09-24
1452,1574,fair,0.0,1,Assessed after return on 2024-10-10
1453,1576,pristine,0.0,1,Assessed after return on 2024-10-03
1454,1577,good,0.0,1,Assessed after return on 2024-09-21
1455,1578,pristine,0.0,1,Assessed after return on 2024-10-13
1456,1579,good,0.0,1,Assessed after return on 2024-09-26
1457,1580,pristine,0.0,1,Assessed after return on 2024-10-08
1458,1581,pristine,0.0,1,Assessed after return on 2024-09-22
1459,1582,good,0.0,1,Assessed after return on 2024-09-18
1460,1583,fair,0.0,1,Assessed after return on 2024-10-18
1461,1584,fair,0.0,1,Assessed after return on 2024-10-28
