rental_id,product_id,customer_id,rental_start,rental_due,rental_returned,daily_rate_eur,deposit_eur,days_held,total_charged,status
630,1425,268,2023-08-13,2023-09-23,2023-09-22,2.87,123.0,40,114.8,returned
631,1425,82,2023-09-23,2023-11-02,2023-11-01,2.87,123.0,39,111.93,returned
632,843,635,2023-08-06,2023-08-28,2023-09-06,11.5,718.75,31,424.0,returned
633,1609,627,2023-08-06,2023-08-17,2023-08-21,0.35,17.25,15,25.25,returned
634,1600,498,2023-08-02,2023-08-08,2023-08-07,1.19,59.25,5,5.95,returned
635,557,602,2023-08-26,2023-09-03,2023-09-01,2.45,89.0,6,14.7,returned
636,557,423,2023-09-02,2023-09-15,,2.45,89.0,90,1120.0,not_returned
637,292,781,2023-08-07,2023-08-08,2023-08-08,5.88,294.0,1,5.88,returned
638,1269,516,2023-08-10,2023-08-24,,2.91,124.5,90,1100.0,not_returned
639,426,702,2023-08-11,2023-08-16,2023-08-15,7.5,375.0,4,30.0,returned
640,522,112,2023-08-27,2023-09-08,2023-09-06,2.01,73.0,10,20.1,returned
641,1125,721,2023-08-10,2023-08-13,2023-08-11,16.09,742.5,1,16.09,returned
642,648,280,2023-08-04,2023-08-12,2023-08-14,2.06,75.0,10,35.6,returned
643,1001,274,2023-08-04,2023-08-11,2023-08-10,11.86,547.5,6,71.16,returned
644,448,682,2023-08-16,2023-08-19,2023-08-19,4.26,213.0,3,12.78,returned
645,448,694,2023-08-22,2023-08-26,2023-08-26,4.26,213.0,4,17.04,returned
646,1183,126,2023-08-17,2023-08-23,,3.28,151.5,90,955.0,not_returned
647,1316,438,2023-08-06,2023-08-16,2023-08-14,0.75,32.25,8,6.0,returned
648,1527,737,2023-08-20,2023-09-05,2023-09-04,0.24,12.0,15,3.6,returned
649,213,188,2023-08-19,2023-09-07,2023-09-13,4.32,240.0,25,153.0,returned
650,213,246,2023-09-14,2023-09-19,2023-09-18,4.32,240.0,4,17.28,returned
651,1763,498,2023-08-12,2023-08-13,,33.95,1212.5,90,5525.0,not_returned
652,1150,424,2023-08-26,2023-08-31,2023-08-30,16.22,748.5,4,64.88,returned
653,742,54,2023-08-19,2023-09-08,2023-09-06,5.0,312.5,18,90.0,returned
654,1210,222,2023-08-02,2023-08-20,2023-08-19,0.33,14.25,17,5.61,returned
655,780,399,2023-08-06,2023-09-04,2023-09-02,9.48,592.5,27,255.96,returned
656,1182,798,2023-08-03,2023-08-10,2023-08-09,17.26,796.5,6,103.56,returned
657,1706,751,2023-08-16,2023-08-20,2023-08-18,25.52,911.25,2,51.04,returned
658,1383,638,2023-08-06,2023-09-28,2023-09-26,1.57,67.5,51,80.07,returned
659,73,166,2023-08-27,2023-09-11,2023-09-10,5.38,298.75,14,75.32,returned
660,601,702,2023-08-01,2023-08-13,2023-08-11,2.45,89.0,10,24.5,returned
661,1468,41,2023-08-13,2023-08-28,2023-08-28,0.57,28.5,15,8.55,returned
662,413,433,2023-09-08,2023-09-12,2023-09-11,6.66,333.0,3,19.98,returned
663,1467,616,2023-09-26,2023-09-27,2023-09-29,0.51,25.5,3,11.53,returned
664,1056,607,2023-09-16,2023-09-19,2023-09-17,3.15,145.5,1,3.15,returned
665,738,323,2023-09-13,2023-10-03,2023-10-02,5.14,321.25,19,97.66,returned
666,1083,758,2023-09-25,2023-10-01,2023-10-01,19.08,880.5,6,114.48,returned
667,73,629,2023-09-11,2023-09-25,2023-09-25,5.38,298.75,14,75.32,returned
668,1133,680,2023-09-24,2023-09-27,,19.56,903.0,90,3460.0,not_returned
669,183,311,2023-09-09,2023-09-24,2023-09-27,4.75,263.75,18,108.0,returned
670,830,279,2023-09-16,2023-10-09,2023-10-07,7.44,465.0,21,156.24,returned
671,830,652,2023-10-08,2023-10-22,,7.44,465.0,90,2535.0,not_returned
672,629,494,2023-09-28,2023-10-04,2023-10-04,1.59,58.0,6,9.54,returned
673,768,329,2023-09-04,2023-09-29,,5.72,357.5,90,2105.0,not_returned
674,952,799,2023-09-09,2023-09-25,2023-09-25,6.06,378.75,16,96.96,returned
675,1856,471,2023-09-23,2023-09-25,2023-09-24,28.7,1025.0,1,28.7,returned
676,1364,310,2023-09-02,2023-10-08,2023-10-18,0.73,31.5,46,63.58,returned
677,1022,786,2023-09-13,2023-09-15,2023-09-14,4.0,184.5,1,4.0,returned
678,730,578,2023-09-15,2023-10-05,2023-10-04,3.52,220.0,19,66.88,returned
679,141,451,2023-09-02,2023-09-16,2023-09-15,4.07,226.25,13,52.91,returned
680,640,290,2023-09-27,2023-10-09,2023-10-08,1.48,54.0,11,16.28,returned
681,640,518,2023-10-09,2023-10-18,2023-10-17,1.48,54.0,8,11.84,returned
682,85,259,2023-09-23,2023-10-08,2023-10-15,11.18,621.25,22,298.46,returned
683,470,686,2023-09-12,2023-09-19,2023-09-19,2.78,101.0,7,19.46,returned
684,781,346,2023-09-27,2023-10-21,2023-10-19,6.78,423.75,22,149.16,returned
685,781,91,2023-10-20,2023-11-12,2023-11-11,6.78,423.75,22,149.16,returned
686,1860,501,2023-09-23,2023-09-25,2023-09-24,23.94,855.0,1,23.94,returned
687,1860,539,2023-09-25,2023-09-28,2023-09-26,23.94,855.0,1,23.94,returned
688,1860,435,2023-09-27,2023-10-01,2023-09-30,23.94,855.0,3,71.82,returned
689,1860,561,2023-10-01,2023-10-03,2023-10-14,23.94,855.0,13,393.72,returned
690,1830,63,2023-09-07,2023-09-11,2023-09-10,28.84,1030.0,3,86.52,returned
691,1830,92,2023-09-11,2023-09-14,2023-09-14,28.84,1030.0,3,86.52,returned
692,400,442,2023-09-19,2023-09-22,2023-09-21,5.07,253.5,2,10.14,returned
693,1272,312,2023-09-18,2023-10-12,2023-10-12,2.22,95.25,24,53.28,returned
694,1203,487,2023-09-27,2023-10-18,2023-10-28,2.73,117.0,31,114.63,returned
695,1858,608,2023-09-08,2023-09-11,2023-09-10,29.02,1036.25,2,58.04,returned
696,1124,471,2023-09-28,2023-09-29,2023-09-29,6.63,306.0,1,6.63,returned
697,1124,13,2023-09-30,2023-10-08,2023-10-06,6.63,306.0,6,39.78,returned
698,219,262,2023-09-20,2023-09-30,2023-09-29,2.43,135.0,9,21.87,returned
699,903,656,2023-09-15,2023-10-04,2023-10-11,8.04,502.5,26,261.54,returned
700,1732,373,2023-09-11,2023-09-15,2023-09-28,4.97,177.5,17,181.99,returned
701,1778,149,2023-09-02,2023-09-04,2023-09-03,23.91,853.75,1,23.91,returned
702,1778,462,2023-09-06,2023-09-07,2023-09-07,23.91,853.75,1,23.91,returned
703,790,573,2023-09-21,2023-10-01,2023-10-01,11.12,695.0,10,111.2,returned
704,756,182,2023-09-26,2023-10-07,2023-10-06,4.72,295.0,10,47.2,returned
705,756,795,2023-10-07,2023-11-10,2023-11-09,4.72,295.0,33,155.76,returned
706,756,442,2023-11-10,2023-11-29,2023-11-28,4.72,295.0,18,84.96,returned
707,993,719,2023-09-09,2023-09-20,2023-09-19,20.86,963.0,10,208.6,returned
708,953,473,2023-09-24,2023-10-31,,1.7,106.25,90,1100.0,not_returned
709,694,340,2023-09-27,2023-10-21,2023-10-20,6.6,412.5,23,151.8,returned
710,541,22,2023-09-11,2023-09-21,2023-09-21,3.66,133.0,10,36.6,returned
711,479,679,2023-09-09,2023-09-24,2023-09-22,1.98,72.0,13,25.74,returned
712,840,63,2023-09-27,2023-10-03,2023-10-01,2.62,163.75,4,10.48,returned
713,1000,537,2023-09-03,2023-09-10,2023-09-09,17.26,796.5,6,103.56,returned
714,1774,800,2023-09-15,2023-09-17,2023-10-01,18.13,647.5,16,395.08,returned
715,157,208,2023-09-03,2023-09-27,2023-09-26,10.91,606.25,23,250.93,returned
716,157,69,2023-09-28,2023-10-15,2023-10-14,10.91,606.25,16,174.56,returned
717,364,179,2023-09-21,2023-09-27,2023-10-07,3.9,195.0,16,112.4,returned
718,364,52,2023-10-08,2023-10-12,2023-10-19,3.9,195.0,11,77.9,returned
719,1060,103,2023-09-06,2023-09-07,2023-09-07,14.4,664.5,1,14.4,returned
720,1354,211,2023-09-22,2023-10-22,2023-11-01,2.42,103.5,40,126.8,returned
721,765,401,2023-09-05,2023-09-27,2023-09-27,2.58,161.25,22,56.76,returned
722,765,470,2023-09-28,2023-10-25,2023-10-24,2.58,161.25,26,67.08,returned
723,1715,218,2023-09-18,2023-09-21,2023-09-21,25.06,895.0,3,75.18,returned
724,969,147,2023-09-05,2023-09-13,2023-09-12,10.9,681.25,7,76.3,returned
725,206,288,2023-09-11,2023-09-24,2023-09-22,9.18,510.0,11,100.98,returned
726,1600,293,2023-09-03,2023-09-10,2023-09-10,1.19,59.25,7,8.33,returned
727,1788,474,2023-09-20,2023-09-22,2023-09-29,17.32,618.75,9,208.38,returned
728,551,238,2023-09-11,2023-09-26,2023-09-25,2.56,93.0,14,35.84,returned
729,1872,649,2023-09-05,2023-09-08,2023-09-06,10.5,375.0,1,10.5,returned
730,333,424,2023-09-09,2023-09-11,2023-09-10,3.42,171.0,1,3.42,returned
731,702,688,2023-09-13,2023-09-21,2023-09-25,11.5,718.75,12,168.0,returned
732,1245,370,2023-09-14,2023-10-13,2023-10-11,3.04,130.5,27,82.08,returned
733,1245,8,2023-10-12,2023-11-19,2023-11-18,3.04,130.5,37,112.48,returned
734,437,417,2023-09-06,2023-09-12,2023-09-11,6.06,303.0,5,30.3,returned
735,825,130,2023-09-07,2023-09-21,2023-09-19,5.42,338.75,12,65.04,returned
736,1021,271,2023-09-10,2023-09-13,2023-09-11,6.4,295.5,1,6.4,returned
737,1202,133,2023-09-03,2023-10-08,2023-10-21,2.24,96.0,48,146.52,returned
738,1088,605,2023-10-07,2023-10-13,,3.25,150.0,90,950.0,not_returned
739,1325,116,2023-10-26,2023-11-14,2023-11-14,1.4,60.0,19,26.6,returned
740,715,353,2023-10-12,2023-11-02,2023-11-02,6.22,388.75,21,130.62,returned
741,1759,522,2023-10-10,2023-10-11,2023-10-11,13.76,491.25,1,13.76,returned
742,1759,408,2023-10-14,2023-10-16,2023-10-16,13.76,491.25,2,27.52,returned
743,821,610,2023-10-21,2023-11-06,2023-11-06,10.92,682.5,16,174.72,returned
744,1430,519,2023-10-16,2023-11-28,2023-12-07,0.81,34.5,52,69.12,returned
745,69,765,2023-10-06,2023-10-11,2023-10-11,9.4,522.5,5,47.0,returned
746,426,452,2023-10-08,2023-10-14,,7.5,375.0,90,1700.0,not_returned
747,1724,578,2023-10-16,2023-10-17,2023-10-17,3.46,123.75,1,3.46,returned
748,485,611,2023-10-15,2023-10-17,2023-10-16,2.09,76.0,1,2.09,returned
749,613,347,2023-10-15,2023-10-25,2023-10-24,1.43,52.0,9,12.87,returned
750,613,705,2023-10-25,2023-11-07,2023-11-07,1.43,52.0,13,18.59,returned
751,1399,74,2023-10-17,2023-11-06,2023-11-05,2.21,94.5,19,41.99,returned
752,997,522,2023-10-23,2023-10-26,2023-10-25,7.96,367.5,2,15.92,returned
753,997,593,2023-10-26,2023-10-29,2023-10-29,7.96,367.5,3,23.88,returned
754,481,399,2023-10-07,2023-10-24,2023-10-23,3.08,112.0,16,49.28,returned
755,481,94,2023-10-27,2023-11-03,2023-11-01,3.08,112.0,5,15.4,returned
756,942,590,2023-10-05,2023-10-30,2023-10-30,4.32,270.0,25,108.0,returned
757,1620,599,2023-10-03,2023-10-23,2023-10-21,0.41,20.25,18,7.38,returned
758,1244,541,2023-10-03,2023-11-21,2023-11-19,1.08,46.5,47,50.76,returned
759,110,198,2023-10-11,2023-10-18,2023-10-18,3.37,187.5,7,23.59,returned
760,1767,95,2023-10-05,2023-10-10,2023-10-10,23.52,840.0,5,117.6,returned
761,646,243,2023-10-26,2023-10-29,2023-10-28,3.52,128.0,2,7.04,returned
762,1849,50,2023-10-23,2023-10-24,2023-10-24,12.36,441.25,1,12.36,returned
763,1843,126,2023-10-10,2023-10-13,2023-10-11,17.54,626.25,1,17.54,returned
764,1843,700,2023-10-12,2023-10-16,2023-10-15,17.54,626.25,3,52.62,returned
765,1020,708,2023-10-09,2023-10-12,2023-10-11,10.46,483.0,2,20.92,returned
766,241,664,2023-10-15,2023-11-01,2023-11-01,2.92,162.5,17,49.64,returned
767,507,189,2023-10-19,2023-11-04,2023-11-03,2.17,79.0,15,32.55,returned
768,244,735,2023-10-12,2023-10-23,2023-10-23,8.57,476.25,11,94.27,returned
769,1409,305,2023-10-26,2023-12-13,2023-12-19,1.98,84.75,54,124.92,returned
770,1409,368,2023-12-20,2024-01-13,2024-01-13,1.98,84.75,24,47.52,returned
771,1003,542,2023-10-18,2023-10-23,2023-10-22,11.12,513.0,4,44.48,returned
772,254,398,2023-10-25,2023-11-07,2023-11-07,8.59,477.5,13,111.67,returned
773,1718,603,2023-10-27,2023-10-29,2023-10-28,31.96,1141.25,1,31.96,returned
774,513,336,2023-10-13,2023-10-21,2023-10-20,1.68,61.0,7,11.76,returned
775,1035,58,2023-10-03,2023-10-05,2023-10-04,15.37,709.5,1,15.37,returned
776,1035,237,2023-10-11,2023-10-15,2023-10-22,15.37,709.5,11,204.07,returned
777,132,260,2023-10-10,2023-10-23,,5.87,326.25,90,1980.0,not_returned
778,707,129,2023-10-05,2023-10-15,2023-10-13,3.72,232.5,8,29.76,returned
779,621,221,2023-10-03,2023-10-12,,3.35,122.0,90,1285.0,not_returned
780,1042,243,2023-10-28,2023-10-31,2023-10-29,22.26,1027.5,1,22.26,returned
781,1394,291,2023-10-16,2023-11-06,2023-11-05,1.68,72.0,20,33.6,returned
782,794,460,2023-10-01,2023-10-22,2023-10-31,4.16,260.0,30,192.3,returned
783,794,492,2023-11-01,2023-11-30,2023-11-28,4.16,260.0,27,112.32,returned
784,96,241,2023-10-02,2023-10-16,2023-10-14,9.25,513.75,12,111.0,returned
785,738,243,2023-10-15,2023-11-08,,5.14,321.25,90,1960.0,not_returned
786,496,586,2023-10-24,2023-11-08,,3.57,130.0,90,1325.0,not_returned
787,909,253,2023-10-25,2023-10-27,2023-10-26,6.82,426.25,1,6.82,returned
788,1429,597,2023-10-05,2023-10-23,2023-11-04,1.73,74.25,30,87.9,returned
789,1757,490,2023-10-26,2023-10-30,2023-10-28,2.14,76.25,2,4.28,returned
790,1757,129,2023-10-29,2023-11-03,2023-11-04,2.14,76.25,6,20.34,returned
791,487,287,2023-10-16,2023-10-22,2023-10-20,2.72,99.0,4,10.88,returned
792,1723,417,2023-10-22,2023-10-23,2023-10-23,34.51,1232.5,1,34.51,returned
793,836,473,2023-10-22,2023-11-18,2023-11-16,5.96,372.5,25,149.0,returned
794,836,551,2023-11-17,2023-12-12,2023-12-10,5.96,372.5,23,137.08,returned
795,706,249,2023-10-13,2023-11-01,2023-11-07,8.62,538.75,25,260.5,returned
796,706,471,2023-11-08,2023-11-27,2023-11-26,8.62,538.75,18,155.16,returned
797,706,635,2023-11-27,2023-12-19,2023-12-17,8.62,538.75,20,172.4,returned
798,1069,433,2023-10-28,2023-11-04,2023-11-04,1.72,79.5,7,12.04,returned
799,858,628,2023-10-13,2023-11-11,2023-11-09,5.18,323.75,27,139.86,returned
800,858,324,2023-11-10,2023-12-06,,5.18,323.75,90,1970.0,not_returned
801,354,144,2023-10-02,2023-10-10,2023-10-09,8.49,424.5,7,59.43,returned
802,666,736,2023-10-17,2023-10-27,2023-10-26,1.8,112.5,9,16.2,returned
803,1202,607,2023-11-23,2023-12-22,2023-12-21,2.24,96.0,28,62.72,returned
804,1843,232,2023-11-03,2023-11-06,2023-11-13,17.54,626.25,10,227.9,returned
805,400,190,2023-11-10,2023-11-13,,5.07,253.5,90,1295.0,not_returned
806,927,27,2023-11-08,2023-11-24,2023-11-22,9.36,585.0,14,131.04,returned
807,927,198,2023-11-23,2023-12-22,2023-12-22,9.36,585.0,29,271.44,returned
808,700,311,2023-11-12,2023-12-02,2023-11-30,6.7,418.75,18,120.6,returned
809,126,27,2023-11-28,2023-12-12,2023-12-16,10.3,572.5,18,215.4,returned
810,282,50,2023-11-11,2023-11-15,2023-11-15,1.62,81.0,4,6.48,returned
811,1248,710,2023-11-09,2023-12-24,2023-12-26,0.59,25.5,47,33.73,returned
812,420,721,2023-11-12,2023-11-17,2023-11-16,9.36,468.0,4,37.44,returned
813,1121,445,2023-11-05,2023-11-09,2023-11-08,21.32,984.0,3,63.96,returned
814,140,210,2023-11-24,2023-12-02,2023-12-11,4.59,255.0,17,145.53,returned
815,1095,522,2023-11-13,2023-11-19,2023-11-17,20.05,925.5,4,80.2,returned
816,26,56,2023-11-16,2023-11-29,2023-11-27,8.68,482.5,11,95.48,returned
817,1747,64,2023-11-24,2023-11-26,2023-11-25,14.56,520.0,1,14.56,returned
818,597,601,2023-11-08,2023-11-15,2023-11-15,2.56,93.0,7,17.92,returned
819,802,205,2023-11-07,2023-11-20,2023-11-20,11.86,741.25,13,154.18,returned
820,64,315,2023-11-12,2023-12-02,2023-12-14,3.06,170.0,32,187.92,returned
821,64,730,2023-12-15,2023-12-31,2023-12-31,3.06,170.0,16,48.96,returned
822,774,693,2023-11-19,2023-12-19,2024-01-01,9.12,570.0,43,489.66,returned
823,1832,561,2023-11-13,2023-11-16,2023-11-16,24.39,871.25,3,73.17,returned
824,1187,579,2023-11-03,2023-11-06,2023-11-04,4.03,186.0,1,4.03,returned
825,1802,263,2023-11-22,2023-11-24,2023-11-23,18.2,650.0,1,18.2,returned
826,809,794,2023-11-12,2023-12-10,2023-12-09,9.42,588.75,27,254.34,returned
827,809,800,2023-12-10,2024-01-06,2024-01-06,9.42,588.75,27,254.34,returned
828,939,455,2023-11-07,2023-12-01,2023-11-30,11.18,698.75,23,257.14,returned
829,1693,269,2023-11-24,2023-12-06,2023-12-05,0.95,47.25,11,10.45,returned
830,931,66,2023-11-20,2023-11-28,2023-11-28,2.52,157.5,8,20.16,returned
831,408,232,2023-11-17,2023-11-23,2023-11-23,11.01,550.5,6,66.06,returned
832,408,170,2023-11-24,2023-11-28,2023-12-12,11.01,550.5,18,268.18,returned
833,1702,343,2023-11-16,2023-11-19,2023-11-19,33.53,1197.5,3,100.59,returned
834,847,364,2023-11-10,2023-11-30,2023-12-03,7.92,495.0,23,204.66,returned
835,1079,677,2023-11-10,2023-11-15,2023-11-22,17.16,792.0,12,240.92,returned
836,1079,492,2023-11-26,2023-11-29,2023-11-27,17.16,792.0,1,17.16,returned
837,1660,592,2023-11-11,2023-11-17,2023-11-19,0.45,22.5,8,13.6,returned
838,833,534,2023-11-17,2023-12-06,2023-12-06,4.72,295.0,19,89.68,returned
839,833,580,2023-12-07,2023-12-30,2024-01-08,4.72,295.0,32,218.54,returned
840,338,505,2023-11-27,2023-12-03,2023-12-01,3.57,178.5,4,14.28,returned
841,1402,765,2023-11-19,2023-12-16,2023-12-14,2.03,87.0,25,50.75,returned
842,1462,688,2023-11-18,2023-12-01,2023-11-29,0.81,40.5,11,8.91,returned
843,707,678,2023-11-04,2023-11-11,2023-11-11,3.72,232.5,7,26.04,returned
844,515,278,2023-11-15,2023-11-21,2023-11-19,2.31,84.0,4,9.24,returned
845,115,518,2023-11-21,2023-12-11,2023-12-10,2.79,155.0,19,53.01,returned
846,1225,192,2023-11-13,2023-12-24,2023-12-22,2.85,122.25,39,111.15,returned
847,158,495,2023-11-06,2023-11-19,2023-11-17,5.6,311.25,11,61.6,returned
848,1016,525,2023-11-14,2023-11-24,,2.57,118.5,90,845.0,not_returned
849,199,439,2023-11-11,2023-12-08,2023-12-07,3.64,202.5,26,94.64,returned
850,199,512,2023-12-08,2023-12-19,2023-12-17,3.64,202.5,9,32.76,returned
851,829,511,2023-11-02,2023-11-14,2023-11-12,8.82,551.25,10,88.2,returned
852,755,493,2023-11-09,2023-11-26,,10.68,667.5,90,3345.0,not_returned
853,1354,326,2023-11-02,2023-12-14,2023-12-22,2.42,103.5,50,145.0,returned
854,505,697,2023-11-12,2023-11-20,2023-11-20,2.92,106.0,8,23.36,returned
855,505,631,2023-11-21,2023-11-28,2023-11-28,2.92,106.0,7,20.44,returned
856,1801,120,2023-11-24,2023-11-26,2023-11-25,10.96,391.25,1,10.96,returned
857,1159,400,2023-11-23,2023-11-26,2023-11-25,19.76,912.0,2,39.52,returned
858,1736,606,2023-11-21,2023-11-25,2023-11-23,26.74,955.0,2,53.48,returned
859,214,768,2023-11-12,2023-11-17,2023-11-16,10.73,596.25,4,42.92,returned
860,542,741,2023-11-15,2023-11-28,2023-12-01,1.48,54.0,16,46.18,returned
861,895,507,2023-11-13,2023-12-02,2023-12-01,8.9,556.25,18,160.2,returned
862,895,63,2023-12-02,2023-12-23,2023-12-21,8.9,556.25,19,169.1,returned
863,1824,51,2023-12-12,2023-12-16,2023-12-14,26.88,960.0,2,53.76,returned
864,1824,693,2023-12-17,2023-12-21,2023-12-19,26.88,960.0,2,53.76,returned
865,1106,736,2023-12-23,2023-12-26,2023-12-26,13.91,642.0,3,41.73,returned
866,1106,386,2023-12-27,2024-01-04,2024-01-03,13.91,642.0,7,97.37,returned
867,1324,608,2023-12-03,2023-12-18,2023-12-16,0.37,15.75,13,4.81,returned
868,573,35,2023-12-12,2023-12-22,2023-12-21,2.47,90.0,9,22.23,returned
869,294,309,2023-12-06,2023-12-10,,10.47,523.5,90,2195.0,not_returned
870,718,745,2023-12-26,2024-01-14,2024-01-16,2.92,182.5,21,76.32,returned
871,187,545,2023-12-21,2024-01-09,2024-01-08,3.37,187.5,18,60.66,returned
872,157,108,2023-12-19,2023-12-30,2023-12-30,10.91,606.25,11,120.01,returned
873,157,470,2023-12-31,2024-01-11,2024-01-09,10.91,606.25,9,98.19,returned
874,519,307,2023-12-19,2023-12-24,2023-12-28,2.09,76.0,9,48.81,returned
875,786,462,2023-12-24,2024-01-14,2024-01-26,6.0,375.0,33,288.0,returned
876,445,647,2023-12-15,2023-12-23,2023-12-22,3.33,166.5,7,23.31,returned
877,1093,37,2023-12-03,2023-12-10,2023-12-10,13.88,640.5,7,97.16,returned
878,281,361,2023-12-18,2023-12-22,2023-12-28,1.71,85.5,10,47.1,returned
879,1276,249,2023-12-24,2024-01-28,,0.73,31.5,90,480.0,not_returned
880,1195,393,2023-12-02,2023-12-10,2023-12-08,4.42,204.0,6,26.52,returned
881,1353,517,2023-12-12,2024-01-13,2024-01-11,1.59,68.25,30,47.7,returned
882,730,439,2023-12-07,2024-01-07,2024-01-07,3.52,220.0,31,109.12,returned
883,1764,753,2023-12-21,2023-12-24,,23.0,821.25,90,3960.0,not_returned
884,516,673,2023-12-25,2024-01-01,2023-12-30,2.8,102.0,5,14.0,returned
885,1779,224,2023-12-13,2023-12-15,2023-12-17,22.16,791.25,4,103.64,returned
886,1304,652,2023-12-10,2024-01-07,2024-01-05,1.05,45.0,26,27.3,returned
887,1020,285,2023-12-14,2023-12-21,2023-12-19,10.46,483.0,5,52.3,returned
888,662,722,2023-12-22,2024-01-09,2024-01-09,6.12,382.5,18,110.16,returned
889,655,338,2023-12-16,2023-12-28,2023-12-27,2.53,92.0,11,27.83,returned
890,655,447,2023-12-28,2024-01-10,2024-01-10,2.53,92.0,13,32.89,returned
891,884,253,2023-12-23,2024-01-11,2024-01-09,9.84,615.0,17,167.28,returned
892,1182,553,2023-12-03,2023-12-07,2023-12-05,17.26,796.5,2,34.52,returned
893,1182,672,2023-12-13,2023-12-20,2023-12-27,17.26,796.5,14,276.64,returned
894,823,352,2023-12-07,2023-12-28,2023-12-28,11.8,737.5,21,247.8,returned
895,430,597,2023-12-17,2023-12-25,2023-12-24,11.19,559.5,7,78.33,returned
896,925,542,2023-12-16,2024-01-04,2024-01-02,3.66,228.75,17,62.22,returned
897,937,178,2023-12-21,2024-01-18,2024-01-17,3.24,202.5,27,87.48,returned
898,282,467,2023-12-11,2023-12-14,2023-12-13,1.62,81.0,2,3.24,returned
899,282,240,2023-12-28,2024-01-02,2024-01-01,1.62,81.0,4,6.48,returned
900,12,214,2023-12-02,2023-12-09,2023-12-08,6.19,343.75,6,37.14,returned
901,226,256,2023-12-07,2023-12-22,2023-12-22,5.87,326.25,15,88.05,returned
902,1219,472,2023-12-24,2024-01-31,2024-01-29,2.42,103.5,36,87.12,returned
903,1219,245,2024-01-30,2024-02-08,2024-02-19,2.42,103.5,20,81.4,returned
904,303,273,2023-12-24,2023-12-28,,9.63,481.5,90,2055.0,not_returned
905,1717,640,2023-12-23,2023-12-26,2023-12-25,32.9,1175.0,2,65.8,returned
906,1530,638,2023-12-17,2024-01-04,2024-01-04,0.69,34.5,18,12.42,returned
907,1368,52,2023-12-06,2024-01-02,2024-01-02,2.01,86.25,27,54.27,returned
908,985,32,2023-12-19,2023-12-25,2024-01-01,18.3,844.5,13,272.9,returned
909,394,197,2023-12-14,2023-12-19,2023-12-18,9.42,471.0,4,37.68,returned
910,780,106,2023-12-22,2024-01-16,2024-01-15,9.48,592.5,24,227.52,returned
911,1399,41,2023-12-10,2024-01-10,2024-01-10,2.21,94.5,31,68.51,returned
912,1039,14,2023-12-13,2023-12-19,2023-12-18,4.52,208.5,5,22.6,returned
913,960,371,2023-12-15,2023-12-29,2023-12-30,2.1,131.25,15,39.0,returned
914,701,288,2023-12-19,2024-01-03,2024-01-03,2.78,173.75,15,41.7,returned
915,1549,126,2023-12-17,2024-01-07,2024-01-06,0.84,42.0,20,16.8,returned
916,1814,178,2023-12-15,2023-12-16,2023-12-28,21.88,781.25,13,374.44,returned
917,100,151,2023-12-10,2023-12-28,2023-12-27,6.77,376.25,17,115.09,returned
918,100,396,2023-12-28,2024-01-05,2024-01-09,6.77,376.25,12,111.24,returned
919,114,374,2023-12-21,2024-01-03,,4.7,261.25,90,1720.0,not_returned
920,442,789,2023-12-18,2023-12-22,2023-12-22,4.83,241.5,4,19.32,returned
921,442,710,2023-12-23,2024-01-01,2023-12-30,4.83,241.5,7,33.81,returned
922,997,42,2023-12-03,2023-12-09,2023-12-09,7.96,367.5,6,47.76,returned
923,1305,53,2023-12-12,2024-01-09,2024-01-07,2.03,87.0,26,52.78,returned
924,836,729,2023-12-11,2023-12-31,2023-12-29,5.96,372.5,18,107.28,returned
925,505,496,2023-12-03,2023-12-13,2023-12-11,2.92,106.0,8,23.36,returned
926,546,163,2023-12-07,2023-12-18,2023-12-28,3.66,133.0,21,151.86,returned
927,1760,255,2023-12-24,2023-12-28,2023-12-27,28.04,1001.25,3,84.12,returned
928,1760,482,2023-12-28,2023-12-30,2023-12-30,28.04,1001.25,2,56.08,returned
929,633,261,2023-12-15,2023-12-23,2023-12-21,3.52,128.0,6,21.12,returned
930,949,134,2023-12-02,2023-12-25,2023-12-25,2.66,166.25,23,61.18,returned
931,949,613,2023-12-26,2024-02-02,2024-01-31,2.66,166.25,36,95.76,returned
932,1840,503,2024-01-13,2024-01-15,2024-01-16,29.23,1043.75,3,95.19,returned
933,1840,501,2024-01-17,2024-01-20,2024-01-29,29.23,1043.75,12,418.26,returned
934,474,181,2024-01-27,2024-02-06,2024-02-06,1.59,58.0,10,15.9,returned
935,474,379,2024-02-07,2024-02-12,2024-02-10,1.59,58.0,3,4.77,returned
936,282,797,2024-01-27,2024-02-02,,1.62,81.0,90,720.0,not_returned
937,462,93,2024-01-18,2024-01-27,2024-01-26,2.31,84.0,8,18.48,returned
938,1757,641,2024-01-22,2024-01-26,2024-01-26,2.14,76.25,4,8.56,returned
939,1,10,2024-01-04,2024-01-18,2024-01-17,2.36,131.25,13,30.68,returned
940,632,702,2024-01-23,2024-01-24,2024-02-04,2.92,106.0,12,117.54,returned
941,594,292,2024-01-20,2024-01-31,2024-02-14,1.54,56.0,25,143.5,returned
942,594,572,2024-02-15,2024-02-25,2024-02-24,1.54,56.0,9,13.86,returned
943,283,381,2024-01-06,2024-01-07,2024-01-15,10.14,507.0,9,131.26,returned
944,911,144,2024-01-10,2024-01-24,2024-01-22,8.38,523.75,12,100.56,returned
