product_id,original_retail_price,months_at_enrollment,months_unsold_at_comparison,discount_pct,hypothetical_discount_price,total_gross_rental_revenue,total_operational_cost,total_net_rental_revenue,n_rentals,months_on_rental,rental_vs_discount_ratio,is_rental_more_profitable,product_name,brand,category_id,category_name
396,181.71,9.9,47.4,0.55,81.77,884.25,171.14,713.11,5,6.41,8.7209,1,Logitech Keyboard Max,Microsoft,11,Keyboards
397,435.69,9.9,6.1,0.25,326.77,0.0,0.0,0.0,0,0.0,0.0,0,Corsair Keyboard Pro,Microsoft,11,Keyboards
398,579.59,9.9,23.1,0.3,405.71,1193.0,216.7,976.3,4,6.9,2.4064,1,Microsoft Keyboard Lite,Logitech,11,Keyboards
399,365.47,9.9,36.1,0.55,164.46,1730.02,344.84,1385.18,6,7.36,8.4226,1,Benq Monitor Max,Dell,12,Monitors
400,519.01,9.9,12.9,0.25,389.26,434.26,93.21,341.05,3,1.91,0.8761,0,Benq Monitor X,LG,12,Monitors
401,1424.75,9.9,18.1,0.3,997.32,1433.88,235.2,1198.68,4,4.4,1.2019,1,LG Monitor Lite,AOC,12,Monitors
402,1294.03,9.9,6.9,0.25,970.52,0.0,0.0,0.0,0,0.0,0.0,0,Dell Monitor X,LG,12,Monitors
403,470.3,9.9,40.4,0.55,211.63,1221.45,241.82,979.63,5,6.41,4.629,1,Dell Monitor Pro,Dell,12,Monitors
404,393.52,9.9,17.1,0.25,295.14,783.84,140.56,643.28,4,5.88,2.1796,1,Dell Monitor X,Dell,12,Monitors
405,83.69,9.9,23.5,0.3,58.58,1027.15,175.97,851.18,4,4.4,14.5302,1,Dell Monitor X,Dell,12,Monitors
406,141.52,9.9,16.8,0.25,106.14,905.48,151.59,416.03,4,4.89,3.9196,1,Dell Monitor Plus,Dell,12,Monitors
407,297.03,9.9,34.5,0.5,148.51,1025.19,186.88,838.31,5,8.87,5.6448,1,Benq Monitor Plus,AOC,12,Monitors
408,128.21,9.9,8.6,0.25,96.16,0.0,0.0,0.0,0,0.0,0.0,0,Dell Monitor,LG,12,Monitors
409,318.3,9.9,33.8,0.5,159.15,651.67,139.82,511.85,4,3.91,3.2161,1,Dell Monitor X,Dell,12,Monitors
410,142.31,9.9,21.4,0.3,99.62,1149.8,223.47,926.33,4,5.42,9.2986,1,AOC Monitor,AOC,12,Monitors
411,108.12,9.9,32.0,0.5,54.06,1102.42,204.57,897.85,6,4.8,16.6084,1,Dell Monitor SE,Benq,12,Monitors
412,189.76,9.9,11.7,0.25,142.32,157.04,27.27,129.77,1,1.48,0.9118,0,LG Monitor,Dell,12,Monitors
413,209.85,9.9,13.1,0.25,157.39,161.94,27.43,134.51,2,2.46,0.8546,0,LG Monitor,AOC,12,Monitors
414,964.06,9.9,7.9,0.25,723.04,0.0,0.0,0.0,0,0.0,0.0,0,LG Monitor SE,AOC,12,Monitors
415,1358.42,9.9,22.2,0.3,950.89,2547.47,482.38,2065.09,6,6.83,2.1717,1,Dell Monitor Ultra,LG,12,Monitors
416,513.35,9.9,6.7,0.25,385.01,0.0,0.0,0.0,0,0.0,0.0,0,Benq Monitor Max,Dell,12,Monitors
417,53.84,9.9,11.5,0.25,40.38,428.17,81.16,347.01,1,1.48,8.5936,1,Dell Monitor Lite,Dell,12,Monitors
418,1428.39,9.9,20.0,0.3,999.87,3661.46,639.8,3021.66,7,7.85,3.0221,1,Dell Monitor Max,AOC,12,Monitors
419,95.91,9.9,23.0,0.3,67.14,208.67,36.05,172.62,2,1.45,2.571,1,Benq Monitor,Benq,12,Monitors
420,1446.05,9.9,21.0,0.3,1012.23,522.75,106.44,416.31,2,1.94,0.4113,0,Benq Monitor Ultra,LG,12,Monitors
421,193.92,9.9,8.0,0.25,145.44,0.0,0.0,0.0,0,0.0,0.0,0,Dell Monitor Pro,Benq,12,Monitors
422,174.31,9.9,8.0,0.25,130.73,0.0,0.0,0.0,0,0.0,0.0,0,Dell Monitor X,Benq,12,Monitors
423,444.8,9.9,43.8,0.55,200.16,883.34,158.19,725.15,5,6.37,3.6229,1,Benq Monitor Ultra,LG,12,Monitors
424,166.33,9.9,12.3,0.25,124.75,391.76,89.05,302.71,1,1.97,2.4265,1,LG Monitor Lite,AOC,12,Monitors
425,75.12,9.9,23.2,0.3,52.58,873.08,152.86,720.22,6,6.83,13.6976,1,Dell Monitor Max,Dell,12,Monitors
426,834.86,9.9,19.0,0.3,584.4,1678.18,337.5,1340.68,6,7.36,2.2941,1,Dell Monitor,LG,12,Monitors
427,973.89,9.9,36.0,0.5,486.94,1247.28,256.94,990.34,4,3.91,2.0338,1,Dell Monitor X,LG,12,Monitors
428,187.25,9.9,35.2,0.5,93.62,771.66,142.16,629.5,5,4.89,6.724,1,LG Monitor Lite,Dell,12,Monitors
429,687.6,9.9,21.2,0.3,481.32,1465.88,289.7,1176.18,7,6.83,2.4437,1,LG Monitor,LG,12,Monitors
430,356.72,9.9,15.9,0.25,267.54,347.54,69.78,277.76,2,3.45,1.0382,1,LG Monitor Pro,Benq,12,Monitors
431,645.24,9.9,29.2,0.5,322.62,784.83,168.91,615.92,4,3.65,1.9091,1,Cisco Networking Max,TP-Link,13,Networking
432,338.23,9.9,26.2,0.5,169.12,230.94,36.65,194.29,4,1.61,1.1488,1,Cisco Networking SE,Cisco,13,Networking
433,192.71,9.9,23.3,0.4,115.63,602.93,99.13,503.8,4,2.92,4.357,1,TP-Link Networking Max,Asus,13,Networking
434,99.52,9.9,32.4,0.6,39.81,524.58,116.31,408.27,3,2.43,10.2555,1,Netgear Networking Lite,TP-Link,13,Networking
435,157.69,9.9,11.8,0.3,110.38,492.83,109.57,383.26,1,1.48,3.4722,1,TP-Link Networking X,Cisco,13,Networking
436,1523.33,9.9,7.1,0.3,1066.33,0.0,0.0,0.0,0,0.0,0.0,0,Asus Networking Lite,Cisco,13,Networking
437,581.01,9.9,15.6,0.3,406.71,517.63,99.19,418.44,5,2.83,1.0288,1,Cisco Networking Max,Netgear,13,Networking
438,418.82,9.9,23.5,0.4,251.29,85.02,15.96,69.06,3,0.69,0.2748,0,Netgear Networking X,Asus,13,Networking
439,160.21,9.9,18.0,0.3,112.15,1358.28,263.37,1094.91,4,4.89,9.7629,1,Netgear Networking Lite,Cisco,13,Networking
440,775.23,9.9,6.7,0.3,542.66,0.0,0.0,0.0,0,0.0,0.0,0,Cisco Networking Lite,Netgear,13,Networking
441,468.56,9.9,7.9,0.3,327.99,0.0,0.0,0.0,0,0.0,0.0,0,TP-Link Networking Plus,Asus,13,Networking
442,440.38,9.9,10.8,0.3,308.27,248.41,41.65,206.76,1,1.48,0.6707,0,Netgear Networking Ultra,Netgear,13,Networking
443,365.24,9.9,41.1,0.65,127.83,959.61,157.36,802.25,5,4.63,6.2759,1,Cisco Networking Ultra,TP-Link,13,Networking
444,707.71,9.9,42.2,0.65,247.7,1199.17,215.84,983.33,6,4.89,3.9698,1,Netgear Networking,TP-Link,13,Networking
445,135.56,9.9,20.6,0.4,81.34,152.58,28.44,124.14,3,1.38,1.5262,1,TP-Link Networking Plus,TP-Link,13,Networking
446,580.82,9.9,11.7,0.3,406.57,292.6,39.38,253.22,1,0.99,0.6228,0,Asus Networking Ultra,Asus,13,Networking
447,63.07,9.9,14.1,0.3,44.15,374.97,69.91,305.06,3,2.4,6.9096,1,Cisco Networking Pro,Cisco,13,Networking
448,1552.72,9.9,15.1,0.3,1086.9,1640.13,350.9,1289.23,4,3.91,1.1862,1,Cisco Networking,TP-Link,13,Networking
449,225.0,9.9,16.6,0.3,157.5,99.75,19.87,79.88,2,0.92,0.5072,0,Netgear Networking Ultra,Netgear,13,Networking
450,859.24,9.9,12.5,0.3,601.47,177.99,41.15,136.84,1,0.46,0.2275,0,Netgear Networking SE,Netgear,13,Networking
451,447.32,9.9,18.9,0.4,268.39,454.68,76.98,377.7,5,2.6,1.4073,1,TP-Link Networking Max,Cisco,13,Networking
452,1477.5,9.9,8.6,0.3,1034.25,0.0,0.0,0.0,0,0.0,0.0,0,Netgear Networking SE,TP-Link,13,Networking
453,243.26,9.9,33.7,0.6,97.3,75.94,11.97,63.97,2,0.69,0.6575,0,Cisco Networking Ultra,TP-Link,13,Networking
454,177.13,9.9,17.6,0.3,123.99,447.28,95.29,351.99,5,2.14,2.8389,1,Asus Networking Ultra,TP-Link,13,Networking
455,1445.2,9.9,20.3,0.4,867.12,1500.94,294.86,1206.08,5,3.12,1.3909,1,Netgear Networking SE,Asus,13,Networking
456,248.52,9.9,16.8,0.3,173.96,849.27,168.14,681.13,5,4.89,3.9154,1,TP-Link Networking Plus,Netgear,13,Networking
457,745.7,9.9,32.1,0.6,298.28,729.78,122.45,607.33,3,2.92,2.0361,1,Cisco Networking Pro,Netgear,13,Networking
458,127.9,9.9,42.7,0.65,44.77,999.82,177.75,822.07,5,4.89,18.3621,1,Netgear Networking,Netgear,13,Networking
459,227.89,9.9,27.3,0.4,136.73,651.15,119.54,531.61,5,5.39,3.888,1,Microsoft Peripheral SE,Microsoft,14,Peripherals
460,132.92,9.9,8.9,0.25,99.69,0.0,0.0,0.0,0,0.0,0.0,0,Logitech Peripheral Pro,Microsoft,14,Peripherals
461,1148.18,9.9,32.9,0.5,574.09,843.88,176.89,666.99,3,2.92,1.1618,1,Microsoft Peripheral Plus,Logitech,14,Peripherals
462,57.91,9.9,13.9,0.25,43.43,623.57,112.1,511.47,3,3.42,11.7769,1,Microsoft Peripheral Lite,Logitech,14,Peripherals
463,338.48,9.9,13.4,0.25,253.86,405.4,72.82,332.58,3,1.91,1.3101,1,Logitech Peripheral Ultra,Microsoft,14,Peripherals
464,480.35,9.9,18.2,0.3,336.25,1152.99,220.51,932.48,4,4.43,2.7732,1,Anker Peripheral Ultra,Microsoft,14,Peripherals
465,245.32,9.9,35.2,0.5,122.66,973.58,188.66,784.92,4,4.4,6.3992,1,Belkin Peripheral Ultra,Microsoft,14,Peripherals
466,585.47,9.9,39.8,0.55,263.46,1270.1,270.69,999.41,4,5.42,3.7934,1,Microsoft Peripheral Plus,Belkin,14,Peripherals
467,520.82,9.9,27.4,0.4,312.49,1600.19,328.19,1162.7,6,10.35,3.7208,1,Anker Peripheral Plus,Belkin,14,Peripherals
468,820.85,9.9,21.3,0.3,574.6,1478.04,241.0,1237.04,5,5.39,2.1529,1,Microsoft Peripheral X,Logitech,14,Peripherals
469,87.88,9.9,10.0,0.25,65.91,165.06,32.53,132.53,1,1.48,2.0108,1,Belkin Peripheral SE,Microsoft,14,Peripherals
470,415.35,9.9,11.2,0.25,311.51,231.41,39.14,192.27,1,1.48,0.6172,0,Microsoft Peripheral Plus,Logitech,14,Peripherals
471,239.69,9.9,28.4,0.4,143.81,1470.82,283.86,1186.96,7,9.82,8.2537,1,Microsoft Peripheral Ultra,Microsoft,14,Peripherals
472,487.07,9.9,9.4,0.25,365.3,0.0,0.0,0.0,0,0.0,0.0,0,Logitech Peripheral X,Microsoft,14,Peripherals
473,309.6,9.9,33.1,0.5,154.8,732.98,163.71,569.27,4,4.89,3.6775,1,Belkin Peripheral X,Microsoft,14,Peripherals
474,359.99,9.9,11.1,0.25,269.99,279.79,55.74,224.05,1,0.99,0.8298,0,Logitech Peripheral Max,Microsoft,14,Peripherals
475,907.7,9.9,26.4,0.4,544.62,1596.44,293.84,1302.6,5,5.39,2.3918,1,Belkin Peripheral Ultra,Anker,14,Peripherals
476,1557.37,9.9,18.3,0.3,1090.16,1925.16,397.62,1527.54,3,3.45,1.4012,1,Belkin Peripheral Max,Belkin,14,Peripherals
477,179.55,9.9,39.3,0.55,80.8,1169.86,236.73,933.13,6,7.39,11.5486,1,Microsoft Peripheral X,Belkin,14,Peripherals
478,1163.29,9.9,33.7,0.5,581.64,1661.29,332.9,922.27,4,5.42,1.5856,1,Microsoft Peripheral SE,Belkin,14,Peripherals
479,203.82,9.9,12.0,0.25,152.87,97.67,19.19,78.48,1,1.48,0.5134,0,Anker Peripheral X,Microsoft,14,Peripherals
480,716.03,9.9,33.8,0.5,358.01,1074.46,201.26,873.2,4,4.37,2.439,1,Logitech Peripheral Pro,Logitech,14,Peripherals
481,365.76,9.9,29.2,0.4,219.46,956.39,200.28,756.11,7,6.8,3.4453,1,Microsoft Peripheral X,Anker,14,Peripherals
482,554.97,9.9,12.9,0.25,416.23,338.22,61.31,276.91,1,1.97,0.6653,0,Belkin Peripheral Max,Anker,14,Peripherals
483,305.09,9.9,7.1,0.25,228.82,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Peripheral X,Anker,14,Peripherals
484,404.18,9.9,44.3,0.55,181.88,983.73,172.03,811.7,4,4.43,4.4628,1,Anker Peripheral,Anker,14,Peripherals
485,1350.26,9.9,17.1,0.25,1012.69,1067.18,189.04,878.14,4,4.89,0.8671,0,Logitech Peripheral Pro,Anker,14,Peripherals
486,153.94,9.9,17.6,0.25,115.45,502.87,77.66,425.21,5,2.83,3.6831,1,Belkin Peripheral,Logitech,14,Peripherals
487,58.66,9.9,32.5,0.5,29.33,968.1,173.52,794.58,5,6.9,27.091,1,Microsoft Peripheral Pro,Microsoft,14,Peripherals
488,1118.17,9.9,14.5,0.25,838.63,1463.31,290.04,1173.27,3,3.94,1.399,1,Microsoft Peripheral Ultra,Anker,14,Peripherals
489,78.13,9.9,33.8,0.5,39.06,713.01,136.14,576.87,3,3.42,14.7688,1,Belkin Peripheral Ultra,Belkin,14,Peripherals
490,1299.73,9.9,22.9,0.3,909.81,2191.66,428.24,1763.42,4,5.91,1.9382,1,Microsoft Peripheral Ultra,Anker,14,Peripherals
491,439.84,9.9,14.0,0.25,329.88,267.03,45.46,221.57,3,1.91,0.6717,0,Microsoft Peripheral Ultra,Microsoft,14,Peripherals
492,220.66,9.9,20.2,0.3,154.46,831.21,167.01,664.2,5,6.83,4.3001,1,Belkin Peripheral Plus,Logitech,14,Peripherals
493,405.63,9.9,14.6,0.25,304.22,571.94,113.06,458.88,3,3.94,1.5084,1,Anker Peripheral Lite,Microsoft,14,Peripherals
494,160.94,9.9,9.3,0.25,120.7,0.0,0.0,0.0,0,0.0,0.0,0,Anker Peripheral Ultra,Microsoft,14,Peripherals
495,60.34,9.9,11.5,0.25,45.26,112.23,20.04,92.19,1,0.99,2.0369,1,Anker Peripheral X,Belkin,14,Peripherals
496,1771.75,9.9,10.6,0.25,1328.81,233.44,38.79,194.65,1,1.48,0.1465,0,Belkin Peripheral,Microsoft,14,Peripherals
497,114.83,9.9,21.8,0.3,80.38,1754.48,335.51,1418.97,7,6.8,17.6533,1,Microsoft Peripheral Pro,Logitech,14,Peripherals
498,964.91,9.9,30.7,0.5,482.45,2114.52,455.78,1658.74,6,7.36,3.4382,1,Belkin Peripheral X,Belkin,14,Peripherals
499,427.59,9.9,18.8,0.3,299.31,1333.95,265.67,1068.28,4,6.41,3.5691,1,Microsoft Peripheral Lite,Logitech,14,Peripherals
500,220.47,9.9,33.8,0.5,110.23,539.86,91.6,448.26,5,5.39,4.0666,1,Belkin Peripheral SE,Logitech,14,Peripherals
