product_id,category_id,product_name,brand,original_retail_price,current_depreciated_value,condition_grade,listed_date,rental_eligible_date,retailer,is_active
435,8,Seraphine Sleep Bra Slate Grey,Seraphine,13.11,9.61,B,2022-12-07,2023-12-07,Seraphine PT,1
436,8,H&M Mama Support Band Ivory,H&M Mama,152.69,103.75,A,2022-11-23,2023-11-23,El Corte Inglés ES,1
437,8,ASOS Maternity Maternity Brief Slate Grey,ASOS Maternity,47.55,40.69,A,2024-01-04,2025-01-03,El Corte Inglés ES,1
438,8,Boob Design Support Band Floral Print,Boob Design,29.39,22.47,A,2023-05-31,2024-05-30,El Corte Inglés ES,1
439,8,H&M Mama Sleep Bra Stripe,H&M Mama,30.76,22.58,C,2023-01-29,2024-01-29,Seraphine PT,1
440,8,Seraphine Nursing Bra Burgundy,Seraphine,56.57,42.95,B,2023-05-25,2024-05-24,Seraphine PT,1
441,9,ASOS Maternity Maternity Bikini Ivory,ASOS Maternity,25.42,17.24,A,2022-07-11,2023-07-11,Seraphine PT,1
442,9,H&M Mama Tankini Set Ivory,H&M Mama,79.76,72.12,A,2024-04-14,2025-04-14,Seraphine PT,1
443,9,H&M Mama Maternity Bikini Navy,H&M Mama,95.4,72.78,A,2023-04-19,2024-04-18,ASOS PT,1
444,9,ASOS Maternity Maternity Swimsuit Ivory,ASOS Maternity,75.12,47.04,B,2022-04-25,2023-04-25,Seraphine PT,1
445,9,Seraphine Maternity Swimsuit Blush,Seraphine,107.46,99.25,A,2024-06-24,2025-06-24,El Corte Inglés ES,1
446,9,JoJo Maman Bébé Tankini Set Floral Print,JoJo Maman Bébé,140.34,118.56,C,2023-10-23,2024-10-22,Seraphine PT,1
447,9,Seraphine Tankini Set Floral Print,Seraphine,116.82,79.47,B,2022-06-10,2023-06-10,ASOS PT,1
448,9,ASOS Maternity Maternity Swimsuit Ivory,ASOS Maternity,33.28,16.52,A,2021-10-27,2022-10-27,Zara Online,1
449,9,JoJo Maman Bébé Maternity Swimsuit Floral Print,JoJo Maman Bébé,91.3,77.78,A,2023-10-14,2024-10-13,Seraphine PT,1
450,9,ASOS Maternity Maternity Swimsuit Sage Green,ASOS Maternity,78.58,41.36,A,2022-01-22,2023-01-22,Seraphine PT,1
451,9,H&M Mama Maternity Swimsuit Slate Grey,H&M Mama,54.01,40.73,A,2023-03-01,2024-02-29,ASOS PT,1
452,9,Seraphine Maternity Bikini Stripe,Seraphine,91.96,61.34,A,2022-07-04,2023-07-04,El Corte Inglés ES,1
453,9,ASOS Maternity Maternity Bikini Burgundy,ASOS Maternity,133.47,114.92,C,2024-01-09,2025-01-08,Zara Online,1
454,9,Seraphine Maternity Swimsuit Camel,Seraphine,22.32,14.37,A,2022-02-16,2023-02-16,Seraphine PT,1
455,9,ASOS Maternity Tankini Set Camel,ASOS Maternity,86.44,50.08,A,2021-12-05,2022-12-05,ASOS PT,1
456,9,Seraphine Maternity Bikini Black,Seraphine,70.68,57.21,A,2023-07-31,2024-07-30,ASOS ES,1
457,9,H&M Mama Maternity Bikini Black,H&M Mama,98.16,67.37,A,2022-06-28,2023-06-28,Zara Online,1
458,9,H&M Mama Maternity Swimsuit Slate Grey,H&M Mama,81.39,67.61,B,2023-11-04,2024-11-03,ASOS PT,1
459,9,Seraphine Tankini Set Navy,Seraphine,86.98,61.73,B,2023-01-07,2024-01-07,Zara Online,1
460,9,H&M Mama Maternity Swimsuit Floral Print,H&M Mama,103.58,90.68,A,2024-01-26,2025-01-25,Seraphine PT,1
461,9,H&M Mama Maternity Bikini Camel,H&M Mama,88.45,75.6,A,2024-01-03,2025-01-02,ASOS PT,1
462,9,JoJo Maman Bébé Maternity Swimsuit Floral Print,JoJo Maman Bébé,41.93,37.18,A,2024-04-16,2025-04-16,El Corte Inglés ES,1
463,9,H&M Mama Tankini Set Slate Grey,H&M Mama,29.45,17.92,A,2022-01-26,2023-01-26,Zara Online,1
464,9,H&M Mama Maternity Bikini Slate Grey,H&M Mama,59.79,43.17,A,2023-02-17,2024-02-17,El Corte Inglés ES,1
465,9,Seraphine Maternity Swimsuit Black,Seraphine,64.41,20.31,C,2020-06-30,2021-06-30,Seraphine PT,1
466,10,JoJo Maman Bébé Baby Onesie Blush,JoJo Maman Bébé,27.29,21.78,B,2023-07-20,2024-07-19,Seraphine PT,1
467,10,JoJo Maman Bébé Baby Grow Slate Grey,JoJo Maman Bébé,22.65,18.5,B,2023-11-22,2024-11-21,El Corte Inglés ES,1
468,10,H&M Mama Baby Onesie Slate Grey,H&M Mama,12.57,7.22,A,2022-04-01,2023-04-01,Seraphine PT,1
469,10,H&M Mama Baby Onesie Camel,H&M Mama,57.09,51.53,A,2024-05-19,2025-05-19,ASOS PT,1
470,10,H&M Mama Baby Onesie Ivory,H&M Mama,62.35,33.38,B,2022-04-08,2023-04-08,El Corte Inglés ES,1
471,10,H&M Mama Sleep Suit Camel,H&M Mama,85.44,73.58,A,2024-01-04,2025-01-03,Seraphine PT,1
472,10,H&M Mama Baby Grow Stripe,H&M Mama,50.98,30.14,A,2022-06-01,2023-06-01,ASOS PT,1
473,10,H&M Mama Baby Onesie Floral Print,H&M Mama,48.29,39.76,A,2023-10-21,2024-10-20,Seraphine PT,1
474,10,JoJo Maman Bébé Baby Grow Burgundy,JoJo Maman Bébé,8.93,6.36,B,2022-12-19,2023-12-19,ASOS PT,1
475,10,ASOS Maternity Baby Onesie Ivory,ASOS Maternity,11.51,7.16,B,2022-08-21,2023-08-21,ASOS PT,1
476,10,H&M Mama Baby Onesie Camel,H&M Mama,28.58,22.73,B,2023-08-23,2024-08-22,Seraphine PT,1
477,10,ASOS Maternity Newborn Set Black,ASOS Maternity,53.3,40.43,A,2023-06-27,2024-06-26,ASOS ES,1
478,10,JoJo Maman Bébé Sleep Suit Burgundy,JoJo Maman Bébé,22.51,15.89,A,2023-01-20,2024-01-20,ASOS PT,1
479,10,H&M Mama Sleep Suit Stripe,H&M Mama,11.01,3.33,B,2020-06-11,2021-06-11,ASOS PT,1
480,10,H&M Mama Newborn Set Ivory,H&M Mama,45.08,40.54,B,2024-04-18,2025-04-18,El Corte Inglés ES,1
481,10,JoJo Maman Bébé Sleep Suit Ivory,JoJo Maman Bébé,22.61,19.45,A,2024-02-09,2025-02-08,ASOS PT,1
482,10,Mama de Luxe Sleep Suit Ivory,Mama de Luxe,44.83,40.92,A,2024-06-17,2025-06-17,El Corte Inglés ES,1
483,10,H&M Mama Sleep Suit Slate Grey,H&M Mama,55.68,34.74,A,2022-02-20,2023-02-20,Zara Online,1
484,10,H&M Mama Baby Grow Ivory,H&M Mama,19.82,16.2,A,2023-11-12,2024-11-11,ASOS ES,1
485,10,JoJo Maman Bébé Baby Onesie Camel,JoJo Maman Bébé,14.07,10.69,A,2023-07-09,2024-07-08,ASOS ES,1
486,10,JoJo Maman Bébé Baby Onesie Sage Green,JoJo Maman Bébé,9.25,7.32,B,2023-08-06,2024-08-05,ASOS ES,1
487,10,H&M Mama Baby Onesie Sage Green,H&M Mama,76.94,42.44,A,2022-04-12,2023-04-12,Seraphine PT,1
488,10,H&M Mama Sleep Suit Ivory,H&M Mama,17.7,14.48,A,2023-11-11,2024-11-10,ASOS PT,1
489,10,ASOS Maternity Baby Grow Ivory,ASOS Maternity,80.11,73.8,A,2024-06-07,2025-06-07,Seraphine PT,1
490,10,Mama de Luxe Newborn Set Black,Mama de Luxe,42.78,27.44,A,2022-10-01,2023-10-01,Seraphine PT,1
491,10,JoJo Maman Bébé Sleep Suit Black,JoJo Maman Bébé,14.66,12.55,B,2024-03-02,2025-03-02,Seraphine PT,1
492,10,Mama de Luxe Baby Grow Slate Grey,Mama de Luxe,36.52,32.55,A,2024-03-28,2025-03-28,El Corte Inglés ES,1
493,10,ASOS Maternity Baby Grow Ivory,ASOS Maternity,132.88,74.66,B,2021-09-15,2022-09-15,Seraphine PT,1
494,10,H&M Mama Sleep Suit Camel,H&M Mama,12.1,6.99,A,2022-01-25,2023-01-25,ASOS PT,1
495,10,Mama de Luxe Baby Grow Black,Mama de Luxe,22.89,20.44,A,2024-03-30,2025-03-30,ASOS PT,1
496,11,ASOS Maternity Nursing Scarf Camel,ASOS Maternity,13.29,12.09,A,2024-01-23,2025-01-22,ASOS ES,1
497,11,Mama de Luxe Maternity Belt Burgundy,Mama de Luxe,26.43,21.47,A,2023-01-29,2024-01-29,Zara Online,1
498,11,Seraphine Nursing Scarf Black,Seraphine,115.01,108.38,A,2024-06-09,2025-06-09,ASOS PT,1
499,11,ASOS Maternity Maternity Belt Camel,ASOS Maternity,35.6,32.32,B,2024-01-31,2025-01-30,Seraphine PT,1
500,11,Seraphine Maternity Bag Floral Print,Seraphine,33.06,29.05,A,2023-05-31,2024-05-30,ASOS ES,1
501,11,ASOS Maternity Maternity Belt Floral Print,ASOS Maternity,54.49,49.32,B,2024-01-21,2025-01-20,ASOS PT,1
502,11,H&M Mama Belly Support Band Floral Print,H&M Mama,56.88,47.35,B,2023-08-20,2024-08-19,Zara Online,1
503,11,ASOS Maternity Maternity Bag Black,ASOS Maternity,62.34,57.54,B,2024-04-11,2025-04-11,El Corte Inglés ES,1
504,11,H&M Mama Maternity Belt Stripe,H&M Mama,18.52,17.24,A,2024-04-29,2025-04-29,El Corte Inglés ES,1
505,11,H&M Mama Belly Support Band Camel,H&M Mama,54.94,44.88,B,2022-06-22,2023-06-22,Seraphine PT,1
506,11,Seraphine Maternity Bag Camel,Seraphine,41.06,28.0,A,2021-08-11,2022-08-11,Seraphine PT,1
507,11,H&M Mama Belly Support Band Navy,H&M Mama,11.8,10.77,A,2024-01-02,2025-01-01,ASOS ES,1
508,11,H&M Mama Belly Support Band Navy,H&M Mama,24.83,22.07,A,2023-11-19,2024-11-18,Seraphine PT,1
509,11,ASOS Maternity Maternity Belt,ASOS Maternity,83.03,72.25,A,2023-10-05,2024-10-04,ASOS PT,1
510,11,H&M Mama Maternity Bag Burgundy,H&M Mama,37.58,34.04,A,2024-01-16,2025-01-15,El Corte Inglés ES,1
511,11,H&M Mama Nursing Scarf,H&M Mama,75.47,70.39,B,2024-04-10,2025-04-10,Zara Online,1
512,11,H&M Mama Maternity Belt Slate Grey,H&M Mama,183.3,159.22,A,2023-05-04,2024-05-03,Seraphine PT,1
513,11,Seraphine Belly Support Band,Seraphine,53.58,45.8,A,2023-10-01,2024-09-30,El Corte Inglés ES,1
514,11,H&M Mama Maternity Bag,H&M Mama,30.94,26.06,A,2023-02-08,2024-02-08,Zara Online,1
515,11,H&M Mama Maternity Belt Ivory,H&M Mama,29.24,24.64,A,2023-08-14,2024-08-13,Seraphine PT,1
516,11,ASOS Maternity Maternity Belt,ASOS Maternity,16.67,13.1,C,2023-02-20,2024-02-20,ASOS PT,1
517,11,H&M Mama Maternity Belt Slate Grey,H&M Mama,59.94,49.76,A,2023-04-23,2024-04-22,Zara Online,1
518,11,H&M Mama Maternity Belt,H&M Mama,41.4,30.38,B,2022-07-22,2023-07-22,Seraphine PT,1
519,11,Seraphine Nursing Scarf Slate Grey,Seraphine,23.61,17.97,A,2022-10-30,2023-10-30,Seraphine PT,1
520,11,H&M Mama Maternity Bag Floral Print,H&M Mama,21.19,19.65,B,2024-04-30,2025-04-30,ASOS ES,1
521,11,H&M Mama Maternity Belt Floral Print,H&M Mama,39.06,26.84,A,2021-09-23,2022-09-23,Seraphine PT,1
522,11,Mama de Luxe Belly Support Band Burgundy,Mama de Luxe,22.34,21.03,A,2024-05-11,2025-05-11,Seraphine PT,1
523,11,H&M Mama Maternity Bag Sage Green,H&M Mama,51.82,45.92,B,2023-06-28,2024-06-27,Seraphine PT,1
524,11,Seraphine Belly Support Band Black,Seraphine,18.72,15.67,A,2023-06-09,2024-06-08,ASOS ES,1
525,11,Mama de Luxe Maternity Bag Burgundy,Mama de Luxe,15.76,14.88,A,2024-05-31,2025-05-31,El Corte Inglés ES,1
